Id,Position,First Name,Nickname,Last Name,OG_FPPG,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position,FPPG,Value,Projected Minutes
96011-188469,SF,Maxwell,Maxwell Lewis,Lewis,0.06666666766,3500,POR@LAL,LAL,POR,,,,,,SF,0.00,0.00,0.04
96011-180793,SF,Jermaine,Jermaine Samuels,Samuels,4.200000127,3500,DEN@HOU,HOU,DEN,,,,,,SF,0.30,0.09,0.42
96011-188478,PG,Sir'Jabari,Sir'Jabari Rice,Rice,,3500,MIA@SA,SA,MIA,,,,,,PG,0.00,0.00,0.00
96011-172098,SF,Julian,Julian Champagnie,Champagnie,4.559999847,3500,MIA@SA,SA,MIA,,,,,,SF,0.00,0.00,0.10
96011-188480,PF,Adama,Adama Sanogo,Sanogo,,3500,DET@CHI,CHI,DET,,,,,,PF,0.00,0.00,0.00
96011-157807,C,Luka,Luka Garza,Garza,5.300000191,3500,MIN@GS,MIN,GS,,,,,,C,0.10,0.03,0.09
96011-157810,PF,Isaiah,Isaiah Livers,Livers,13.79038415,3500,DET@CHI,DET,CHI,O,Ankle,,,,PF,0.00,0.00,0.00
96011-157823,PF,Greg,Greg Brown,Brown,4.768750191,3500,DAL@NO,DAL,NO,,,,,,PF,0.00,0.00,0.00
96011-145541,PG/SG,R.J.,R.J. Hampton,Hampton,0,3500,MIA@SA,MIA,SA,,,,,,PG/SG,0.00,0.00,0.00
96011-171659,SG,Lester,Lester Quinones,Quinones,4,3500,MIN@GS,GS,MIN,,,,,,SG,0.00,0.00,0.00
96011-171670,SG,Dereon,Dereon Seabron,Seabron,7.266666412,3500,DAL@NO,NO,DAL,,,,,,SG,0.00,0.00,0.10
96011-157846,PF/C,Sandro,Sandro Mamukelashvili,Mamukelashvili,5.96666654,3500,MIA@SA,SA,MIA,,,,,,PF/C,0.00,0.00,0.08
96011-157847,SF,Trey,Trey Murphy,Murphy,25.2375,3500,DAL@NO,NO,DAL,O,Knee,,,,SF,0.00,0.00,0.00
96011-171673,PF,Justin,Justin Lewis,Lewis,,3500,DET@CHI,CHI,DET,,,,,,PF,0.00,0.00,0.00
96011-158371,SG/SF,Terry,Terry Taylor,Taylor,1.066666683,3500,DET@CHI,CHI,DET,,,,,,SG/SF,0.00,0.00,0.06
96011-171680,SF,Cole,Cole Swider,Swider,6.199999809,3500,MIA@SA,MIA,SA,,,,,,SF,0.00,0.00,0.08
96011-14511,PF/SF,Markieff,Markieff Morris,Morris,8.220000349,3500,DAL@NO,DAL,NO,,,,,,SF/PF,0.00,0.00,0.05
96011-160963,PG,Daishen,Daishen Nix,Nix,1.666666667,3500,MIN@GS,MIN,GS,,,,,,PG,0.00,0.00,0.00
96011-14529,PG,Cory,Cory Joseph,Joseph,2.724999905,3500,MIN@GS,GS,MIN,,,,,,PG,0.00,0.00,0.02
96011-14530,SF/PF,Bojan,Bojan Bogdanovic,Bogdanovic,29.8237284,3500,DET@CHI,DET,CHI,O,Calf,,,,SF/PF,0.00,0.00,0.00
96011-84674,SF/PF,Kevin,Kevin Knox,Knox,11.66507975,3500,DET@CHI,DET,CHI,,,,,,SF/PF,0.40,0.12,0.63
96011-84677,SG,Jerome,Jerome Robinson,Robinson,2.400000095,3500,MIN@GS,GS,MIN,,,,,,SG,0.00,0.00,0.00
96011-164036,SF,Braxton,Braxton Key,Key,1.924999952,3500,DEN@HOU,DEN,HOU,,,,,,SF,0.60,0.16,0.69
96011-194767,C,Duop,Duop Reath,Reath,,3500,POR@LAL,POR,LAL,,,,,,C,0.00,0.00,0.00
96011-14543,SF,Davis,Davis Bertans,Bertans,7.349999905,3500,OKC@PHO,OKC,PHO,,,,,,SF,0.00,0.00,0.03
96011-157906,PF,Usman,Usman Garuba,Garuba,11.48533366,3500,MIN@GS,GS,MIN,,,,,,PF,0.00,0.00,0.05
96011-84701,C,Chimezie,Chimezie Metu,Metu,3.299999873,3500,OKC@PHO,PHO,OKC,,,,,,C,0.00,0.00,0.09
96011-16604,SF/SG,Justin,Justin Holiday,Holiday,3.600000064,3500,DEN@HOU,DEN,HOU,,,,,,SG/SF,0.00,0.00,0.09
96011-84706,PG,Devonte',Devonte' Graham,Graham,13.69999981,3500,MIA@SA,SA,MIA,,,,,,PG,0.00,0.00,0.00
96011-171750,SG,Blake,Blake Wesley,Wesley,5.299999873,3500,MIA@SA,SA,MIA,,,,,,SG,0.00,0.00,0.02
96011-195815,C,Charles,Charles Bediako,Bediako,,3500,MIA@SA,SA,MIA,,,,,,C,0.00,0.00,0.00
96011-84708,C,Robert,Robert Williams,Williams,21.51666768,3500,POR@LAL,POR,LAL,O,Knee,,,,C,0.00,0.00,0.00
96011-110313,C,Bol,Bol Bol,Bol,1.399999936,3500,OKC@PHO,PHO,OKC,,,,,,C,0.00,0.00,0.05
96011-84717,SG/PG,Anfernee,Anfernee Simons,Simons,32.40000153,3500,POR@LAL,POR,LAL,O,Thumb,,,,PG/SG,0.00,0.00,0.00
96011-84721,PF,Jarred,Jarred Vanderbilt,Vanderbilt,21.47978697,3500,POR@LAL,LAL,POR,O,Heel,,,,PF,0.00,0.00,0.00
96011-171763,SG,Dalen,Dalen Terry,Terry,3.825000048,3500,DET@CHI,CHI,DET,,,,,,SG,0.00,0.00,0.00
96011-171778,SG,Wendell,Wendell Moore,Moore,3.890322531,3500,MIN@GS,MIN,GS,,,,,,SG,0.00,0.00,0.05
96011-171776,SF,Josh,Josh Minott,Minott,2.5,3500,MIN@GS,MIN,GS,,,,,,SF,0.00,0.00,0.09
96011-171783,PF,E.J.,E.J. Liddell,Liddell,2.799999873,3500,DAL@NO,NO,DAL,,,,,,PF,0.00,0.00,0.00
96011-110343,SF,Nassir,Nassir Little,Little,8.980000305,3500,OKC@PHO,PHO,OKC,,,,,,SF,0.00,0.00,0.09
96011-160022,SG,A.J.,A.J. Lawson,Lawson,5.81333313,3500,DAL@NO,DAL,NO,,,,,,SG,0.00,0.00,0.00
96011-171796,PF,Gui,Gui Santos,Santos,,3500,MIN@GS,GS,MIN,,,,,,PF,0.00,0.00,0.00
96011-55065,PG,Vasilije,Vasilije Micic,Micic,5.900000254,3500,OKC@PHO,OKC,PHO,,,,,,PG,0.00,0.00,0.10
96011-85305,SF,Kenrich,Kenrich Williams,Williams,19.63584814,3500,OKC@PHO,OKC,PHO,O,Back,,,,SF,0.00,0.00,0.00
96011-145738,SG,Nate,Nate Hinton,Hinton,3,3500,DEN@HOU,HOU,DEN,,,,,,SG,0.00,0.00,0.00
96011-192339,SG,Dexter,Dexter Dennis,Dennis,,3500,DAL@NO,DAL,NO,,,,,,SG,0.00,0.00,0.00
96011-63826,C,Boban,Boban Marjanovic,Marjanovic,9.03333346,3500,DEN@HOU,HOU,DEN,,,,,,C,0.50,0.15,0.64
96011-9561,C,DeAndre,DeAndre Jordan,Jordan,2.700000048,3500,DEN@HOU,DEN,HOU,,,,,,C,0.00,0.00,0.05
96011-159097,C,Jay,Jay Huff,Huff,15.31428528,3500,DEN@HOU,DEN,HOU,,,,,,C,0.00,0.00,0.05
96011-171925,SF,Dominick,Dominick Barlow,Barlow,2.399999936,3500,MIA@SA,SA,MIA,,,,,,SF,0.00,0.00,0.00
96011-23447,C,Richaun,Richaun Holmes,Holmes,6.099999905,3500,DAL@NO,DAL,NO,,,,,,C,0.00,0.00,0.07
96011-145310,PG,Saben,Saben Lee,Lee,5.700000127,3500,OKC@PHO,PHO,OKC,,,,,,PG,0.00,0.00,0.03
96011-145309,C,Udoka,Udoka Azubuike,Azubuike,3.400000095,3500,OKC@PHO,PHO,OKC,,,,,,C,0.00,0.00,0.06
96011-80806,PG,Lonzo,Lonzo Ball,Ball,,3500,DET@CHI,CHI,DET,O,Knee,,,,PG,0.00,0.00,0.00
96011-145347,C,James,James Wiseman,Wiseman,7.099999746,3500,DET@CHI,DET,CHI,,,,,,C,7.80,2.21,8.07
96011-193991,SF/PF,Alex,Alex Fudge,Fudge,0,3500,POR@LAL,LAL,POR,,,,,,SF/PF,0.00,0.00,0.10
96011-18376,SG,Damion,Damion Lee,Lee,13.39268233,3500,OKC@PHO,PHO,OKC,O,Knee,,,,SG,0.00,0.00,0.00
96011-165854,SG,Lindy,Lindy Waters,Waters,0.75,3500,OKC@PHO,OKC,PHO,,,,,,SG,11.50,3.27,14.77
96011-188406,SF,Cam,Cam Whitmore,Whitmore,4.366666794,3500,DEN@HOU,HOU,DEN,,,,,,SF,0.00,0.00,0.08
96011-184831,SF,Justin,Justin Minaya,Minaya,1.399999976,3500,POR@LAL,POR,LAL,,,,,,SF,11.10,3.16,14.18
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
,,,,,,,,,,,,,,,,0.00,0.00,0.00
