Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
94059-70027,RB,Zack,Zack Moss,Moss,18.700000762939453,1,6400,IND@BAL,IND,BAL,,,,,,RB/FLEX
94059-103064,RB,Breece,Breece Hall,Hall,8.050000190734863,2,6400,NE@NYJ,NYJ,NE,Q,Knee,,,,RB/FLEX
94059-119606,QB,Bryce,Bryce Young,Young,11.529999732971191,2,6400,CAR@SEA,CAR,SEA,Q,Ankle,,,,QB
94059-63043,WR,DJ,DJ Moore,Moore,8.449999809265137,2,6400,CHI@KC,CHI,KC,,,,,,WR/FLEX
94059-57403,WR,Courtland,Courtland Sutton,Sutton,10.149999618530273,2,6300,DEN@MIA,DEN,MIA,,,,,,WR/FLEX
94059-90406,QB,Zach,Zach Wilson,Wilson,10.300000190734863,2,6300,NE@NYJ,NYJ,NE,,,,,,QB
94059-93107,RB,AJ,AJ Dillon,Dillon,5.699999809265137,2,6300,NO@GB,GB,NO,,,,,,RB/FLEX
94059-72776,RB,Alexander,Alexander Mattison,Mattison,7.650000095367432,2,6300,LAC@MIN,MIN,LAC,,,,,,RB/FLEX
94059-112295,WR,Zay,Zay Flowers,Flowers,11,2,6300,IND@BAL,BAL,IND,,,,,,WR/FLEX
94059-53331,QB,Taylor,Taylor Heinicke,Heinicke,13.551111009385851,9,6200,ATL@DET,ATL,DET,,,,,,QB
94059-86243,QB,Will,Will Levis,Levis,,,6200,TEN@CLE,TEN,CLE,,,,,,QB
94059-24849,QB,Jameis,Jameis Winston,Winston,16.306666056315105,3,6200,NO@GB,NO,GB,,,,,,QB
94059-31001,WR,Amari,Amari Cooper,Cooper,8.850000381469727,2,6200,TEN@CLE,CLE,TEN,Q,Groin,,,,WR/FLEX
94059-86687,WR,Marquise,Marquise Brown,Brown,10.800000190734863,2,6200,DAL@ARI,ARI,DAL,,,,,,WR/FLEX
94059-41827,QB,P.J.,P.J. Walker,Walker,7.023333231608073,6,6200,TEN@CLE,CLE,TEN,,,,,,QB
94059-40167,RB,Gus,Gus Edwards,Edwards,8.699999809265137,2,6200,IND@BAL,BAL,IND,,,,,,RB/FLEX
94059-30231,QB,Jacoby,Jacoby Brissett,Brissett,12.472856794084821,14,6200,BUF@WAS,WAS,BUF,,,,,,QB
94059-89628,QB,Davis,Davis Mills,Mills,13.101333618164062,15,6200,HOU@JAC,HOU,JAC,,,,,,QB
94059-40534,QB,Mike,Mike White,White,15.145000457763672,4,6200,DEN@MIA,MIA,DEN,,,,,,QB
94059-87691,QB,Malik,Malik Willis,Willis,3.1914285932268416,7,6200,TEN@CLE,TEN,CLE,,,,,,QB
94059-40687,RB,James,James Conner,Conner,13.050000190734863,2,6200,DAL@ARI,ARI,DAL,,,,,,RB/FLEX
94059-91898,QB,Dorian,Dorian Thompson-Robinson,Thompson-Robinson,,,6200,TEN@CLE,CLE,TEN,,,,,,QB
94059-14225,QB,Andy,Andy Dalton,Dalton,13.08857182094029,14,6200,CAR@SEA,CAR,SEA,,,,,,QB
94059-30761,QB,Nathan,Nathan Peterman,Peterman,3.086666742960612,3,6100,CHI@KC,CHI,KC,,,,,,QB
94059-86200,QB,Sean,Sean Clifford,Clifford,0,1,6100,NO@GB,GB,NO,,,,,,QB
94059-90561,WR,Jerry,Jerry Jeudy,Jeudy,4,1,6100,DEN@MIA,DEN,MIA,,,,,,WR/FLEX
94059-88575,WR,Elijah,Elijah Moore,Moore,6.650000095367432,2,6100,TEN@CLE,CLE,TEN,,,,,,WR/FLEX
94059-64051,QB,Drew,Drew Lock,Lock,,,6100,CAR@SEA,SEA,CAR,,,,,,QB
94059-88630,QB,Matt,Matt Corral,Corral,,,6100,NE@NYJ,NE,NYJ,,,,,,QB
94059-41562,QB,Nick,Nick Mullens,Mullens,3.190000057220459,4,6100,LAC@MIN,MIN,LAC,,,,,,QB
94059-90813,QB,Clayton,Clayton Tune,Tune,,,6100,DAL@ARI,ARI,DAL,,,,,,QB
94059-139985,QB,Bailey,Bailey Zappe,Zappe,10.53499984741211,4,6100,NE@NYJ,NE,NYJ,,,,,,QB
94059-27986,QB,C.J.,C.J. Beathard,Beathard,0,4,6100,HOU@JAC,JAC,HOU,,,,,,QB
94059-93541,RB,Javonte,Javonte Williams,Williams,7.25,2,6100,DEN@MIA,DEN,MIA,,,,,,RB/FLEX
94059-103824,QB,Easton,Easton Stick,Stick,,,6100,LAC@MIN,LAC,MIN,,,,,,QB
94059-60947,QB,Jarrett,Jarrett Stidham,Stidham,15.213333129882812,3,6100,DEN@MIA,DEN,MIA,,,,,,QB
94059-44715,QB,Cooper,Cooper Rush,Rush,0,1,6100,DAL@ARI,DAL,ARI,,,,,,QB
94059-91872,RB,Joshua,Joshua Kelley,Kelley,9.5,2,6100,LAC@MIN,LAC,MIN,,,,,,RB/FLEX
94059-8023,QB,Josh,Josh Johnson,Johnson,0.9300000071525574,2,6100,IND@BAL,BAL,IND,,,,,,QB
94059-53095,QB,Kyle,Kyle Allen,Allen,-0.20000000298023224,1,6100,BUF@WAS,BUF,WAS,,,,,,QB
94059-14194,QB,Blaine,Blaine Gabbert,Gabbert,5.159999847412109,1,6100,CHI@KC,KC,CHI,,,,,,QB
94059-85983,QB,Hendon,Hendon Hooker,Hooker,,,6100,ATL@DET,DET,ATL,IR,Knee - acl,,,,QB
94059-149696,QB,Trey,Trey Lance,Lance,6.730000019073486,2,6000,DAL@ARI,DAL,ARI,,,,,,QB
94059-69833,QB,Shane,Shane Buechele,Buechele,,,6000,BUF@WAS,BUF,WAS,,,,,,QB
94059-45259,QB,Logan,Logan Woodside,Woodside,,,6000,ATL@DET,ATL,DET,,,,,,QB
94059-90400,QB,Jaren,Jaren Hall,Hall,,,6000,LAC@MIN,MIN,LAC,,,,,,QB
94059-170287,WR,Rashid,Rashid Shaheed,Shaheed,12.399999618530273,2,6000,NO@GB,NO,GB,,,,,,WR/FLEX
94059-41305,WR,Zay,Zay Jones,Jones,7,2,6000,HOU@JAC,JAC,HOU,Q,Knee,,,,WR/FLEX
94059-92560,QB,Sam,Sam Ehlinger,Ehlinger,9.654999732971191,4,6000,IND@BAL,IND,BAL,,,,,,QB
94059-70051,QB,Tyler,Tyler Huntley,Huntley,12.076666514078775,6,6000,IND@BAL,BAL,IND,,,,,,QB
94059-22994,QB,Case,Case Keenum,Keenum,0.1599999964237213,2,6000,HOU@JAC,HOU,JAC,,,,,,QB
94059-33259,QB,Teddy,Teddy Bridgewater,Bridgewater,8.404000091552735,5,6000,ATL@DET,DET,ATL,,,,,,QB
94059-94718,QB,Nathan,Nathan Rourke,Rourke,,,6000,HOU@JAC,JAC,HOU,,,,,,QB
94059-88602,QB,Jordan,Jordan Ta'amu,Ta'amu,,,6000,LAC@MIN,MIN,LAC,,,,,,QB
94059-94797,QB,Kellen,Kellen Mond,Mond,,,6000,TEN@CLE,CLE,TEN,,,,,,QB
94059-103109,QB,Max,Max Duggan,Duggan,,,6000,LAC@MIN,LAC,MIN,,,,,,QB
94059-6894,QB,Aaron,Aaron Rodgers,Rodgers,0,1,6000,NE@NYJ,NYJ,NE,IR,Achilles,,,,QB
94059-86793,QB,Jake,Jake Haener,Haener,,,6000,NO@GB,NO,GB,IR,Suspension,,,,QB
94059-92975,QB,Malik,Malik Cunningham,Cunningham,,,6000,NE@NYJ,NE,NYJ,,,,,,QB
94059-29501,WR,Brandin,Brandin Cooks,Cooks,3.200000047683716,1,6000,DAL@ARI,DAL,ARI,Q,Knee - mcl,,,,WR/FLEX
94059-90981,QB,Adrian,Adrian Martinez,Martinez,,,6000,ATL@DET,DET,ATL,,,,,,QB
94059-29605,QB,Matt,Matt Barkley,Barkley,,,6000,BUF@WAS,BUF,WAS,Q,Elbow,,,,QB
94059-93103,QB,E.J.,E.J. Perry,Perry,,,6000,HOU@JAC,HOU,JAC,,,,,,QB
94059-56286,QB,Trace,Trace McSorley,McSorley,2.715999984741211,5,6000,NE@NYJ,NE,NYJ,,,,,,QB
94059-42104,RB,Alvin,Alvin Kamara,Kamara,12.213333129882812,15,6000,NO@GB,NO,GB,IR,Suspension,,,,RB/FLEX
94059-89236,QB,James,James Blackman,Blackman,,,6000,DEN@MIA,MIA,DEN,,,,,,QB
94059-27801,QB,Nate,Nate Sudfeld,Sudfeld,-0.20000000298023224,2,6000,ATL@DET,DET,ATL,IR,Knee - acl,,,,QB
94059-54507,QB,Alex,Alex McGough,McGough,,,6000,NO@GB,GB,NO,,,,,,QB
94059-11500,QB,Colt,Colt McCoy,McCoy,8.949999809265137,4,6000,DAL@ARI,ARI,DAL,,,,,,QB
94059-185629,QB,Tim,Tim DeMorat,DeMorat,,,6000,BUF@WAS,WAS,BUF,,,,,,QB
94059-91511,QB,Holton,Holton Ahlers,Ahlers,,,6000,CAR@SEA,SEA,CAR,,,,,,QB
94059-52606,QB,David,David Blough,Blough,10.289999961853027,2,6000,ATL@DET,DET,ATL,,,,,,QB
94059-73118,QB,Ian,Ian Book,Book,,,6000,NE@NYJ,NE,NYJ,,,,,,QB
94059-185773,QB,Nolan,Nolan Henderson,Henderson,,,6000,IND@BAL,BAL,IND,,,,,,QB
94059-185776,QB,Tyson,Tyson Bagent,Bagent,,,6000,CHI@KC,CHI,KC,,,,,,QB
94059-91639,QB,Jake,Jake Fromm,Fromm,,,6000,BUF@WAS,WAS,BUF,,,,,,QB
94059-40482,QB,Tim,Tim Boyle,Boyle,-0.8799999952316284,1,6000,NE@NYJ,NYJ,NE,,,,,,QB
94059-30253,QB,Jeff,Jeff Driskel,Driskel,2.388571330479213,7,6000,DAL@ARI,ARI,DAL,,,,,,QB
94059-71242,QB,Jarrett,Jarrett Guarantano,Guarantano,,,6000,DEN@MIA,DEN,MIA,,,,,,QB
94059-69294,QB,Skylar,Skylar Thompson,Thompson,4.195000171661377,8,6000,DEN@MIA,MIA,DEN,,,,,,QB
94059-73398,QB,Chris,Chris Oladokun,Oladokun,,,6000,CHI@KC,KC,CHI,,,,,,QB
94059-52929,QB,Jake,Jake Luton,Luton,,,6000,CAR@SEA,CAR,SEA,,,,,,QB
94059-71521,RB,Justice,Justice Hill,Hill,9.850000381469727,2,6000,IND@BAL,BAL,IND,Q,Toe,,,,RB/FLEX
94059-38767,QB,Chris,Chris Streveler,Streveler,9,1,6000,NE@NYJ,NYJ,NE,Q,Thumb,,,,QB
94059-92082,QB,Austin,Austin Aune,Aune,,,6000,ATL@DET,ATL,DET,,,,,,QB
94059-38837,QB,Danny,Danny Etling,Etling,,,6000,NO@GB,GB,NO,,,,,,QB
94059-69597,QB,Anthony,Anthony Brown,Brown,3.7899999618530273,2,6000,IND@BAL,BAL,IND,,,,,,QB
94059-63469,QB,Ben,Ben DiNucci,DiNucci,,,6000,DEN@MIA,DEN,MIA,,,,,,QB
94059-63484,QB,Kyler,Kyler Murray,Murray,18.865454933860086,11,6000,DAL@ARI,ARI,DAL,NA,Knee - acl,,,,QB
94059-94370,WR,Romeo,Romeo Doubs,Doubs,10.300000190734863,2,5900,NO@GB,GB,NO,,,,,,WR/FLEX
94059-80289,WR,Kendrick,Kendrick Bourne,Bourne,13.149999618530273,2,5900,NE@NYJ,NE,NYJ,,,,,,WR/FLEX
94059-54140,RB,Dalvin,Dalvin Cook,Cook,3.549999952316284,2,5900,NE@NYJ,NYJ,NE,,,,,,RB/FLEX
94059-41872,TE,Evan,Evan Engram,Engram,8.050000190734863,2,5900,HOU@JAC,JAC,HOU,,,,,,TE/FLEX
94059-91426,WR,Donovan,Donovan Peoples-Jones,Peoples-Jones,1.4500000476837158,2,5900,TEN@CLE,CLE,TEN,,,,,,WR/FLEX
94059-89455,WR,Jayden,Jayden Reed,Reed,11.649999618530273,2,5900,NO@GB,GB,NO,,,,,,WR/FLEX
94059-87467,RB,Chuba,Chuba Hubbard,Hubbard,7.699999809265137,2,5900,CAR@SEA,CAR,SEA,,,,,,RB/FLEX
94059-86055,RB,Dameon,Dameon Pierce,Pierce,5.099999904632568,2,5800,HOU@JAC,HOU,JAC,,,,,,RB/FLEX
94059-86229,WR,Jahan,Jahan Dotson,Dotson,5.099999904632568,2,5800,BUF@WAS,WAS,BUF,,,,,,WR/FLEX
94059-29685,WR,Robert,Robert Woods,Woods,9.550000190734863,2,5800,HOU@JAC,HOU,JAC,,,,,,WR/FLEX
94059-56809,WR,Allen,Allen Lazard,Lazard,4.449999809265137,2,5800,NE@NYJ,NYJ,NE,,,,,,WR/FLEX
94059-38791,RB,Ezekiel,Ezekiel Elliott,Elliott,3.049999952316284,2,5800,NE@NYJ,NE,NYJ,,,,,,RB/FLEX
94059-28573,WR,Michael,Michael Thomas,Thomas,8.800000190734863,2,5800,NO@GB,NO,GB,,,,,,WR/FLEX
94059-92575,RB,Isiah,Isiah Pacheco,Pacheco,7.449999809265137,2,5700,CHI@KC,KC,CHI,Q,Hamstring,,,,RB/FLEX
94059-39716,WR,Adam,Adam Thielen,Thielen,9.550000190734863,2,5700,CAR@SEA,CAR,SEA,,,,,,WR/FLEX
94059-52613,WR,Curtis,Curtis Samuel,Samuel,6.599999904632568,2,5700,BUF@WAS,WAS,BUF,,,,,,WR/FLEX
94059-22103,WR,Marvin,Marvin Jones Jr.,Jones Jr.,-0.20000000298023224,1,5700,ATL@DET,DET,ATL,,,,,,WR/FLEX
94059-110259,WR,Treylon,Treylon Burks,Burks,6.400000095367432,2,5700,TEN@CLE,TEN,CLE,,,,,,WR/FLEX
94059-40845,TE,Hunter,Hunter Henry,Henry,14.149999618530273,2,5700,NE@NYJ,NE,NYJ,,,,,,TE/FLEX
94059-104424,RB,Craig,Craig Reynolds,Reynolds,1,1,5700,ATL@DET,DET,ATL,,,,,,RB/FLEX
94059-69777,WR,Darnell,Darnell Mooney,Mooney,13.300000190734863,1,5600,CHI@KC,CHI,KC,Q,Knee,,,,WR/FLEX
94059-63855,WR,K.J.,K.J. Osborn,Osborn,7.75,2,5600,LAC@MIN,MIN,LAC,,,,,,WR/FLEX
94059-90533,RB,Jerome,Jerome Ford,Ford,12.100000381469727,2,5600,TEN@CLE,CLE,TEN,,,,,,RB/FLEX
94059-55987,WR,JuJu,JuJu Smith-Schuster,Smith-Schuster,5.300000190734863,2,5600,NE@NYJ,NE,NYJ,,,,,,WR/FLEX
94059-72412,RB,Khalil,Khalil Herbert,Herbert,8.100000381469727,2,5600,CHI@KC,CHI,KC,,,,,,RB/FLEX
94059-64389,WR,Nick,Nick Westbrook-Ikhine,Westbrook-Ikhine,8.899999618530273,2,5600,TEN@CLE,TEN,CLE,,,,,,WR/FLEX
94059-70603,RB,Devin,Devin Singletary,Singletary,2.200000047683716,2,5600,HOU@JAC,HOU,JAC,,,,,,RB/FLEX
94059-112062,WR,Skyy,Skyy Moore,Moore,7.449999809265137,2,5600,CHI@KC,KC,CHI,,,,,,WR/FLEX
94059-52917,WR,DJ,DJ Chark Jr.,Chark Jr.,2,1,5600,CAR@SEA,CAR,SEA,,,,,,WR/FLEX
94059-85845,WR,Rashod,Rashod Bateman,Bateman,4.150000095367432,2,5600,IND@BAL,BAL,IND,,,,,,WR/FLEX
94059-86052,WR,Kadarius,Kadarius Toney,Toney,3.4000000953674316,2,5500,CHI@KC,KC,CHI,Q,Toe,,,,WR/FLEX
94059-45565,TE,Taysom,Taysom Hill,Hill,4.309999942779541,2,5500,NO@GB,NO,GB,Q,Knee,,,,TE/FLEX
94059-64031,TE,Hayden,Hayden Hurst,Hurst,8.050000190734863,2,5500,CAR@SEA,CAR,SEA,,,,,,TE/FLEX
94059-25267,WR,Mack,Mack Hollins,Hollins,6.050000190734863,2,5500,ATL@DET,ATL,DET,,,,,,WR/FLEX
94059-29683,WR,Nelson,Nelson Agholor,Agholor,14.800000190734863,1,5500,IND@BAL,BAL,IND,,,,,,WR/FLEX
94059-64576,RB,Damien,Damien Harris,Harris,6.099999904632568,2,5500,BUF@WAS,BUF,WAS,,,,,,RB/FLEX
94059-52451,RB,Samaje,Samaje Perine,Perine,6.849999904632568,2,5500,DEN@MIA,DEN,MIA,,,,,,RB/FLEX
94059-73111,WR,Chase,Chase Claypool,Claypool,5.550000190734863,2,5500,CHI@KC,CHI,KC,,,,,,WR/FLEX
94059-71352,WR,Mecole,Mecole Hardman Jr.,Hardman Jr.,1.100000023841858,1,5500,NE@NYJ,NYJ,NE,,,,,,WR/FLEX
94059-55335,TE,David,David Njoku,Njoku,4.099999904632568,2,5400,TEN@CLE,CLE,TEN,,,,,,TE/FLEX
94059-86080,TE,Kyle,Kyle Pitts,Pitts,3.950000047683716,2,5400,ATL@DET,ATL,DET,,,,,,TE/FLEX
94059-55552,RB,Jeff,Jeff Wilson Jr.,Wilson Jr.,9.27058859432445,17,5400,DEN@MIA,MIA,DEN,IR,Abdomen,,,,RB/FLEX
94059-129291,WR,Tank,Tank Dell,Dell,10.800000190734863,2,5400,HOU@JAC,HOU,JAC,Q,Thigh,,,,WR/FLEX
94059-33260,WR,DeVante,DeVante Parker,Parker,8.699999809265137,1,5400,NE@NYJ,NE,NYJ,Q,Knee,,,,WR/FLEX
94059-86780,RB,Salvon,Salvon Ahmed,Ahmed,3.3499999046325684,2,5400,DEN@MIA,MIA,DEN,Q,Groin,,,,RB/FLEX
94059-85672,WR,Terrace,Terrace Marshall Jr.,Marshall Jr.,3.299999952316284,1,5400,CAR@SEA,CAR,SEA,,,,,,WR/FLEX
94059-40647,WR,Marquez,Marquez Valdes-Scantling,Valdes-Scantling,4.050000190734863,2,5400,CHI@KC,KC,CHI,,,,,,WR/FLEX
94059-69956,WR,Michael,Michael Gallup,Gallup,1.149999976158142,2,5300,DAL@ARI,DAL,ARI,,,,,,WR/FLEX
94059-129458,WR,Jaxon,Jaxon Smith-Njigba,Smith-Njigba,4.349999904632568,2,5300,CAR@SEA,SEA,CAR,,,,,,WR/FLEX
94059-31360,WR,Odell,Odell Beckham Jr.,Beckham Jr.,4.550000190734863,2,5300,IND@BAL,BAL,IND,Q,Ankle,,,,WR/FLEX
94059-70422,WR,Kalif,Kalif Raymond,Raymond,7.599999904632568,2,5300,ATL@DET,DET,ATL,,,,,,WR/FLEX
94059-90933,RB,Antonio,Antonio Gibson,Gibson,3.5999999046325684,2,5300,BUF@WAS,WAS,BUF,,,,,,RB/FLEX
94059-64585,TE,Dawson,Dawson Knox,Knox,6.25,2,5300,BUF@WAS,BUF,WAS,Q,Back,,,,TE/FLEX
